,ElectDist,Reported %,Nicola (Democratic),Jeremy (Democratic),Chris (Republican >:) ),WRITE-IN,AD,ED
2116,57018,0.3327336973852709,54.0,17.0,45.0,1.0,57,18
2117,57019,0.8862397733977315,96.0,9.0,33.0,3.0,57,19
2118,57020,0.8857386960608292,28.0,32.0,23.0,4.0,57,20
2119,57021,0.9164474033880544,92.0,35.0,7.0,4.0,57,21
2120,57022,0.17870177680127752,65.0,59.0,3.0,3.0,57,22
2121,57023,0.11056630220716213,63.0,50.0,57.0,3.0,57,23
2122,57024,0.9808496574926627,44.0,76.0,9.0,0.0,57,24
2123,57025,0.27489039289692285,20.0,75.0,26.0,5.0,57,25
2124,57026,0.05028097404513976,88.0,54.0,55.0,0.0,57,26
2125,57027,0.9968583824903473,17.0,26.0,49.0,5.0,57,27
2126,57028,0.28791716507697185,35.0,51.0,8.0,3.0,57,28
2127,57029,0.6384559244479453,38.0,67.0,23.0,4.0,57,29
2128,57030,0.8523976260997118,11.0,41.0,21.0,2.0,57,30
2129,57031,0.5146153764921392,30.0,45.0,24.0,4.0,57,31
2130,57032,0.17410332828750374,22.0,79.0,41.0,2.0,57,32
2131,57033,0.7293478369219788,64.0,54.0,11.0,4.0,57,33
2132,57034,0.5865726866248319,45.0,44.0,20.0,4.0,57,34
2133,57035,0.601198011687102,8.0,14.0,59.0,2.0,57,35
2134,57036,0.4417048246268497,12.0,22.0,34.0,2.0,57,36
2135,57037,0.4537784769211457,34.0,59.0,51.0,3.0,57,37
2136,57038,0.5256180144812511,65.0,19.0,43.0,0.0,57,38
2137,57039,0.02657087615660969,45.0,50.0,32.0,1.0,57,39
2138,57040,0.5081457390515323,29.0,36.0,50.0,1.0,57,40
2139,57041,0.5924978934100198,13.0,30.0,47.0,1.0,57,41
2140,57042,0.8485133948754231,57.0,59.0,27.0,1.0,57,42
2141,57043,0.5620965875583501,48.0,36.0,4.0,0.0,57,43
2142,57044,0.18199200309468966,54.0,19.0,18.0,2.0,57,44
2143,57045,0.316987281659704,51.0,13.0,19.0,2.0,57,45
2144,57046,0.8420053953408987,73.0,17.0,26.0,1.0,57,46
2145,57047,0.6218667478558821,18.0,47.0,29.0,1.0,57,47
2146,57048,0.7351080463115073,87.0,16.0,59.0,4.0,57,48
2147,57049,0.9735604548818592,92.0,69.0,6.0,2.0,57,49
2148,57050,0.9491608701071979,19.0,55.0,12.0,2.0,57,50
2149,57051,0.42615823462508573,4.0,63.0,24.0,2.0,57,51
2150,57052,0.1972497422482502,3.0,67.0,32.0,2.0,57,52
2151,57053,0.034275497915032926,84.0,48.0,35.0,2.0,57,53
2152,57054,0.09723424182322549,23.0,47.0,13.0,3.0,57,54
2153,57055,0.20383332196811987,84.0,59.0,6.0,1.0,57,55
2154,57056,0.5974252107597353,13.0,49.0,39.0,0.0,57,56
2155,57057,0.6581019695521582,23.0,20.0,45.0,4.0,57,57
2156,57058,0.7712040331154789,24.0,20.0,22.0,2.0,57,58
2157,57059,0.7303012928836693,99.0,51.0,18.0,1.0,57,59
2158,57060,0.9703172901247639,29.0,61.0,9.0,1.0,57,60
2159,57061,0.7186020643682048,3.0,12.0,60.0,4.0,57,61
2160,57062,0.3749785347333623,23.0,20.0,34.0,1.0,57,62
2161,57063,0.8006289810272691,85.0,3.0,57.0,0.0,57,63
2162,57064,0.9957510301229098,37.0,3.0,28.0,1.0,57,64
2163,57065,0.21561083016928673,3.0,38.0,0.0,4.0,57,65
2164,57066,0.5754502708367022,53.0,47.0,20.0,3.0,57,66
2165,57067,0.09131208662114498,92.0,65.0,34.0,4.0,57,67
2166,57068,0.09692435449257564,50.0,52.0,60.0,0.0,57,68
2167,57069,0.2526892950127946,59.0,1.0,17.0,2.0,57,69
2168,57070,0.5620416016157322,24.0,79.0,11.0,2.0,57,70
2169,57071,0.9224993601031124,28.0,36.0,32.0,1.0,57,71
2170,57072,0.12986867729071605,58.0,41.0,42.0,3.0,57,72
2171,57073,0.6306158617937406,21.0,78.0,40.0,3.0,57,73
2172,57074,0.2762287655953132,46.0,30.0,9.0,4.0,57,74
2173,57075,0.6072258087700668,15.0,32.0,42.0,4.0,57,75
2174,57076,0.28487305853532563,67.0,15.0,47.0,4.0,57,76
2175,58001,0.8310006338204503,36.0,68.0,27.0,5.0,58,1
2176,58002,0.9403579199013669,98.0,20.0,12.0,4.0,58,2
2177,58003,0.9831194929996148,78.0,40.0,29.0,2.0,58,3
2178,58004,0.40785735859181504,92.0,31.0,25.0,4.0,58,4
2179,58005,0.5836436161039082,93.0,43.0,50.0,3.0,58,5
2180,58006,0.4071436768881769,48.0,58.0,30.0,1.0,58,6
2181,58007,0.8430588609950574,77.0,25.0,31.0,4.0,58,7
2182,58008,0.5538622806590945,73.0,73.0,59.0,2.0,58,8
2183,58009,0.8590519478042417,31.0,35.0,24.0,3.0,58,9
2184,58010,0.27051947937208076,63.0,42.0,21.0,3.0,58,10
2185,58011,0.5772312028427263,24.0,49.0,5.0,3.0,58,11
2186,58012,0.8012725482452975,77.0,52.0,23.0,4.0,58,12
2187,58013,0.9255828852403662,1.0,3.0,56.0,3.0,58,13
2188,58014,0.6571484291290464,7.0,46.0,56.0,1.0,58,14
2189,58015,0.5805345876031246,76.0,25.0,13.0,5.0,58,15
2190,58016,0.38926993971852986,18.0,72.0,47.0,2.0,58,16
2191,58017,0.04720644807479346,19.0,9.0,19.0,2.0,58,17
2192,58018,0.02668927264729959,37.0,3.0,40.0,4.0,58,18
2193,58019,0.46104103272136754,74.0,71.0,30.0,4.0,58,19
2194,58020,0.9440852833685262,59.0,6.0,12.0,4.0,58,20
2195,58021,0.9466990738975051,43.0,36.0,48.0,4.0,58,21
2196,58022,0.16793065133829466,79.0,2.0,27.0,1.0,58,22
2197,58023,0.8918348243019496,97.0,35.0,54.0,4.0,58,23
2198,58024,0.953449215656347,93.0,55.0,47.0,3.0,58,24
2199,58025,0.9520249979030712,56.0,19.0,14.0,4.0,58,25
2200,58026,0.05344620491634,82.0,16.0,8.0,1.0,58,26
2201,58027,0.48447781458863715,95.0,11.0,18.0,4.0,58,27
2202,58028,0.6263621661070904,78.0,12.0,59.0,2.0,58,28
2203,58029,0.926984562381193,8.0,26.0,50.0,4.0,58,29
2204,58030,0.8775734875853096,17.0,49.0,33.0,5.0,58,30
2205,58031,0.9580281883219492,1.0,73.0,29.0,2.0,58,31
2206,58032,0.6788971694021257,63.0,16.0,32.0,2.0,58,32
2207,58033,0.9967834178109,37.0,39.0,13.0,3.0,58,33
2208,58034,0.10355309388818668,69.0,9.0,18.0,0.0,58,34
2209,58035,0.5866106196099787,46.0,14.0,50.0,4.0,58,35
2210,58036,0.15648140298521618,6.0,15.0,37.0,1.0,58,36
2211,58037,0.7742856674061654,98.0,24.0,1.0,2.0,58,37
2212,58038,0.7009178482095381,4.0,55.0,52.0,5.0,58,38
2213,58039,0.2623598128839354,40.0,27.0,3.0,5.0,58,39
2214,58040,0.32943120047762386,59.0,42.0,38.0,1.0,58,40
2215,58041,0.30742008213519345,48.0,14.0,45.0,1.0,58,41
2216,58042,0.7380717969961837,46.0,63.0,20.0,0.0,58,42
2217,58043,0.8139260833035764,21.0,53.0,42.0,3.0,58,43
2218,58044,0.24733790412733725,42.0,10.0,53.0,3.0,58,44
2219,58045,0.47474062270530515,27.0,29.0,52.0,1.0,58,45
2220,58046,0.5581703673100326,22.0,35.0,59.0,5.0,58,46
2221,58047,0.9357021007529935,58.0,18.0,2.0,1.0,58,47
2222,58048,0.07062277523415428,91.0,60.0,4.0,4.0,58,48
2223,58049,0.6049683605201929,61.0,62.0,15.0,2.0,58,49
2224,58050,0.814228698259444,81.0,18.0,35.0,1.0,58,50
2225,58051,0.3966973353934087,48.0,38.0,6.0,2.0,58,51
2226,58052,0.43376719954903553,70.0,34.0,10.0,1.0,58,52
2227,58053,0.43584210175483007,7.0,18.0,5.0,1.0,58,53
2228,58054,0.997230826623675,76.0,29.0,2.0,2.0,58,54
2229,58055,0.21403145808130397,32.0,54.0,37.0,2.0,58,55
2230,58056,0.4277486006859751,60.0,23.0,24.0,5.0,58,56
2231,58057,0.08726924820565174,50.0,80.0,5.0,2.0,58,57
2232,58058,0.4430455178229047,58.0,49.0,29.0,4.0,58,58
2233,58059,0.14922265934995294,62.0,45.0,25.0,3.0,58,59
2234,58060,0.4935609718396391,92.0,15.0,16.0,3.0,58,60
2235,58061,0.23414266601084366,55.0,22.0,45.0,2.0,58,61
2236,58062,0.8477698220047228,97.0,51.0,28.0,3.0,58,62
2237,58063,0.007633413092946739,96.0,53.0,15.0,5.0,58,63
2238,58064,0.5854480763037224,26.0,29.0,41.0,2.0,58,64
2239,58066,0.46966693876867305,24.0,9.0,23.0,4.0,58,66
2240,59001,0.2868289614974989,31.0,5.0,26.0,1.0,59,1
2241,59002,0.6761650775778372,20.0,49.0,8.0,3.0,59,2
2242,59003,0.4679038155202282,42.0,49.0,27.0,3.0,59,3
2243,59004,0.8242026744646717,52.0,21.0,51.0,3.0,59,4
2244,59005,0.32280140758729703,23.0,8.0,36.0,4.0,59,5
2245,59006,0.11053854641570449,41.0,69.0,46.0,2.0,59,6
2246,59007,0.5028373526826975,81.0,45.0,43.0,3.0,59,7
2247,59008,0.34625596296133254,4.0,54.0,41.0,2.0,59,8
2248,59009,0.19634070253355396,31.0,60.0,58.0,1.0,59,9
2249,59010,0.4531280240697879,40.0,59.0,22.0,4.0,59,10
2250,59011,0.6460141530804195,7.0,7.0,35.0,3.0,59,11
2251,59012,0.26675427096793114,19.0,66.0,19.0,4.0,59,12
2252,59013,0.596652725514103,81.0,39.0,31.0,5.0,59,13
2253,59014,0.5359673275788666,28.0,65.0,2.0,3.0,59,14
2254,59015,0.6280668934934253,86.0,24.0,55.0,2.0,59,15
2255,59016,0.6684998035951412,22.0,52.0,32.0,4.0,59,16
2256,59017,0.5850857119987944,93.0,4.0,25.0,4.0,59,17
2257,59018,0.4095832719235092,4.0,56.0,15.0,1.0,59,18
2258,59019,0.8242356039106427,96.0,46.0,50.0,4.0,59,19
2259,59020,0.46721854614432035,88.0,36.0,10.0,2.0,59,20
2260,59021,0.5615446372555568,12.0,63.0,18.0,3.0,59,21
2261,59022,0.3655598650280607,11.0,32.0,18.0,5.0,59,22
2262,59023,0.11491370804260082,79.0,33.0,51.0,1.0,59,23
2263,59024,0.41589079961457454,77.0,51.0,55.0,5.0,59,24
2264,59025,0.15179272125275656,70.0,61.0,43.0,4.0,59,25
2265,59026,0.44680749949892273,63.0,68.0,54.0,2.0,59,26
2266,59027,0.6542731101939435,36.0,52.0,56.0,3.0,59,27
2267,59028,0.19641079936905192,74.0,80.0,41.0,1.0,59,28
2268,59029,0.08334584768036135,44.0,42.0,52.0,1.0,59,29
2269,59030,0.46744343370089625,77.0,79.0,5.0,0.0,59,30
2270,59031,0.46764758668547124,42.0,70.0,10.0,1.0,59,31
2271,59032,0.8308829334362119,69.0,54.0,49.0,1.0,59,32
2272,59033,0.43027793275418824,90.0,45.0,29.0,1.0,59,33
2273,59034,0.5946776803882298,46.0,9.0,57.0,2.0,59,34
2274,59035,0.457208222354057,92.0,43.0,37.0,2.0,59,35
2275,59036,0.8964746635202989,97.0,12.0,8.0,2.0,59,36
2276,59037,0.2682958332594828,28.0,70.0,19.0,4.0,59,37
2277,59038,0.15463964061020807,92.0,59.0,48.0,1.0,59,38
2278,59039,0.2757261987687256,64.0,56.0,52.0,5.0,59,39
2279,59040,0.0830311339751042,47.0,29.0,27.0,1.0,59,40
2280,59041,0.478415052752182,90.0,5.0,38.0,1.0,59,41
2281,59042,0.20140025721255062,62.0,41.0,18.0,0.0,59,42
2282,59043,0.3911416998119409,89.0,13.0,9.0,4.0,59,43
2283,59044,0.8652448700194255,37.0,43.0,31.0,1.0,59,44
2284,59045,0.46546513663830635,0.0,66.0,49.0,4.0,59,45
2285,59046,0.253224700576395,17.0,68.0,16.0,0.0,59,46
2286,59047,0.09907377164181808,6.0,14.0,42.0,4.0,59,47
2287,59048,0.9955706323345763,92.0,27.0,12.0,3.0,59,48
2288,59049,0.9855794558142043,5.0,58.0,6.0,5.0,59,49
2289,59050,0.3359170622635236,51.0,11.0,39.0,4.0,59,50
2290,59051,0.9739255813276261,24.0,19.0,1.0,0.0,59,51
2291,59052,0.24062855297446395,52.0,29.0,27.0,3.0,59,52
2292,59053,0.25921193922393193,80.0,64.0,17.0,2.0,59,53
2293,59054,0.6531277541311896,55.0,66.0,4.0,1.0,59,54
2294,59055,0.7803775795220308,40.0,16.0,55.0,2.0,59,55
2295,59056,0.30769641438096584,61.0,21.0,12.0,2.0,59,56
2296,59057,0.17633639489911668,67.0,11.0,3.0,1.0,59,57
2297,59058,0.8459407550646707,32.0,68.0,53.0,1.0,59,58
2298,59059,0.5069022759105127,14.0,57.0,19.0,2.0,59,59
2299,59060,0.3258272771712861,89.0,77.0,17.0,2.0,59,60
2300,59061,0.25089422279629336,76.0,13.0,35.0,4.0,59,61
2301,59062,0.4701557011007538,63.0,34.0,27.0,2.0,59,62
2302,59063,0.7095087783036192,17.0,45.0,29.0,4.0,59,63
2303,59064,0.6757622660351692,55.0,9.0,4.0,1.0,59,64
2304,59065,0.7980471359822326,2.0,72.0,31.0,1.0,59,65
2305,59066,0.810645833222324,42.0,62.0,16.0,4.0,59,66
2306,60001,0.3420134982222106,100.0,60.0,9.0,2.0,60,1
2307,60002,0.2137890450203529,86.0,58.0,59.0,3.0,60,2
2308,60003,0.3823632851845352,19.0,34.0,27.0,3.0,60,3
2309,60004,0.06051192443043818,85.0,3.0,13.0,2.0,60,4
2310,60005,0.604375732262025,18.0,9.0,49.0,4.0,60,5
2311,60006,0.012373168308459581,13.0,76.0,4.0,1.0,60,6
2312,60007,0.07311668838276897,45.0,19.0,45.0,4.0,60,7
2313,60008,0.9248497762874014,92.0,3.0,42.0,3.0,60,8
2314,60009,0.3753668385428023,38.0,29.0,4.0,4.0,60,9
2315,60010,0.7791915683300702,31.0,4.0,31.0,3.0,60,10
2316,60011,0.024434921004660826,59.0,65.0,36.0,2.0,60,11
2317,60012,0.8174389495981587,90.0,71.0,26.0,1.0,60,12
2318,60013,0.6147299683979616,76.0,2.0,12.0,0.0,60,13
2319,60014,0.25135406005474425,87.0,32.0,51.0,3.0,60,14
2320,60015,0.43556812643361487,9.0,73.0,12.0,2.0,60,15
2321,60016,0.5003599093535618,46.0,68.0,35.0,3.0,60,16
2322,60017,0.5423705053247906,23.0,36.0,4.0,2.0,60,17
2323,60018,0.8638740892903874,9.0,79.0,53.0,1.0,60,18
2324,60019,0.5075945971663466,63.0,37.0,7.0,3.0,60,19
2325,60020,0.6511330612408284,11.0,54.0,37.0,2.0,60,20
2326,60021,0.4048452561321979,12.0,22.0,39.0,3.0,60,21
2327,60022,0.4015225215841052,21.0,3.0,10.0,2.0,60,22
2328,60023,0.018069700543714817,22.0,54.0,32.0,1.0,60,23
2329,60024,0.6357285629270242,8.0,51.0,8.0,3.0,60,24
2330,60025,0.8023907107070295,56.0,9.0,34.0,4.0,60,25
2331,60026,0.20166577374705152,48.0,1.0,49.0,4.0,60,26
2332,60027,0.8064908593350448,12.0,70.0,8.0,2.0,60,27
2333,60028,0.0643595599884621,63.0,72.0,43.0,1.0,60,28
2334,60029,0.3745650219928879,54.0,71.0,19.0,5.0,60,29
2335,60030,0.8231508599255507,15.0,55.0,3.0,1.0,60,30
2336,60031,0.4304934136104406,98.0,37.0,0.0,5.0,60,31
2337,60032,0.23272426815743041,71.0,31.0,6.0,2.0,60,32
2338,60033,0.12214250203892973,62.0,67.0,2.0,4.0,60,33
2339,60034,0.8811325919605393,55.0,1.0,37.0,1.0,60,34
2340,60035,0.9403661950771549,100.0,71.0,39.0,1.0,60,35
2341,60036,0.26545852732672715,93.0,11.0,31.0,1.0,60,36
2342,60037,0.7605272965779125,16.0,44.0,40.0,2.0,60,37
2343,60038,0.3542959005691406,68.0,75.0,41.0,4.0,60,38
2344,60039,0.8987306541246574,49.0,28.0,7.0,4.0,60,39
2345,60040,0.7485020754971846,82.0,29.0,34.0,3.0,60,40
2346,60041,0.4865627258793095,90.0,47.0,43.0,4.0,60,41
2347,60042,0.41892707847656707,36.0,13.0,2.0,3.0,60,42
2348,60043,0.6038507841896497,81.0,76.0,54.0,5.0,60,43
2349,60044,0.7007137571948067,60.0,12.0,60.0,3.0,60,44
2350,60045,0.7769178522401312,31.0,72.0,1.0,0.0,60,45
2351,60046,0.7051301844043939,35.0,31.0,21.0,4.0,60,46
2352,60047,0.99919335547248,11.0,79.0,50.0,0.0,60,47
2353,60048,0.7473495513456321,22.0,26.0,36.0,1.0,60,48
2354,60049,0.7990865869547601,4.0,33.0,9.0,0.0,60,49
2355,60050,0.11206344023127546,40.0,74.0,49.0,3.0,60,50
2356,60051,0.4860069145831205,75.0,20.0,8.0,4.0,60,51
2357,60052,0.011177771549544246,3.0,37.0,28.0,4.0,60,52
2358,60053,0.5669196611039329,22.0,54.0,23.0,2.0,60,53
2359,60054,0.7782628121603894,10.0,31.0,10.0,5.0,60,54
2360,60055,0.5419252169046681,77.0,70.0,55.0,1.0,60,55
2361,60056,0.3017114639123596,23.0,57.0,51.0,2.0,60,56
2362,60057,0.7438099736253886,71.0,63.0,29.0,1.0,60,57
2363,60058,0.7535794129211945,39.0,71.0,39.0,5.0,60,58
2364,60059,0.49209038637817404,24.0,50.0,29.0,3.0,60,59
2365,60060,0.4856745830271848,82.0,12.0,48.0,2.0,60,60
2366,60062,0.5957895894045577,5.0,66.0,27.0,1.0,60,62
2367,60063,0.8465619650528307,70.0,40.0,7.0,2.0,60,63
2368,61001,0.4565882867085631,68.0,22.0,44.0,3.0,61,1
2369,61002,0.989778715000419,92.0,71.0,17.0,4.0,61,2
2370,61003,0.5493135642587852,21.0,4.0,12.0,1.0,61,3
2371,61004,0.6425711880216929,9.0,41.0,53.0,3.0,61,4
2372,61005,0.2179116385655293,19.0,40.0,20.0,5.0,61,5
2373,61006,0.43438717110270975,36.0,49.0,45.0,5.0,61,6
2374,61007,0.7297181866253634,20.0,75.0,58.0,0.0,61,7
2375,61008,0.9468109744012467,32.0,75.0,3.0,1.0,61,8
2376,61009,0.6694399368716227,69.0,22.0,11.0,1.0,61,9
2377,61010,0.3678775741906196,77.0,19.0,48.0,1.0,61,10
2378,61011,0.2854206004004598,17.0,2.0,9.0,3.0,61,11
2379,61012,0.14990939091955557,10.0,10.0,11.0,5.0,61,12
2380,61013,0.2668716400380797,77.0,55.0,35.0,1.0,61,13
2381,61014,0.6597921584098971,70.0,32.0,10.0,2.0,61,14
2382,61015,0.6484266415329893,30.0,43.0,44.0,1.0,61,15
2383,61016,0.28858294094279535,22.0,8.0,30.0,1.0,61,16
2384,61017,0.5267768211635485,18.0,48.0,54.0,2.0,61,17
2385,61018,0.13709722348968723,10.0,46.0,40.0,4.0,61,18
2386,61019,0.6222444867769101,23.0,35.0,43.0,1.0,61,19
2387,61020,0.6672395720547373,100.0,54.0,57.0,3.0,61,20
2388,61021,0.4989978253210329,18.0,30.0,18.0,5.0,61,21
2389,61022,0.07296568396338332,90.0,8.0,0.0,5.0,61,22
2390,61023,0.5695776152175492,49.0,44.0,11.0,2.0,61,23
2391,61024,0.6246898588208563,95.0,80.0,22.0,1.0,61,24
2392,61025,0.36492040462399544,37.0,22.0,30.0,4.0,61,25
2393,61026,0.14972213583130778,70.0,52.0,2.0,3.0,61,26
2394,61027,0.9721921518031091,91.0,38.0,29.0,1.0,61,27
2395,61028,0.18851339766498254,74.0,49.0,30.0,2.0,61,28
2396,61029,0.9065014639544717,4.0,46.0,26.0,3.0,61,29
2397,61030,0.7698487008561318,87.0,8.0,13.0,0.0,61,30
2398,61031,0.6994626191750398,54.0,38.0,25.0,5.0,61,31
2399,61032,0.4364079520664659,46.0,12.0,11.0,3.0,61,32
2400,61033,0.9077767996717342,100.0,73.0,24.0,4.0,61,33
2401,61034,0.14332519370428176,21.0,77.0,21.0,2.0,61,34
2402,61035,0.8051128466344156,16.0,55.0,25.0,3.0,61,35
2403,61036,0.9268011863137009,27.0,78.0,40.0,3.0,61,36
2404,61037,0.26132112630136883,64.0,41.0,9.0,5.0,61,37
2405,61038,0.1540285525846835,87.0,49.0,43.0,3.0,61,38
2406,61039,0.0784674045189625,73.0,61.0,34.0,1.0,61,39
2407,61040,0.6829169992558334,21.0,34.0,59.0,4.0,61,40
2408,61041,0.7293589559075407,91.0,32.0,53.0,1.0,61,41
2409,61042,0.7035233275040857,13.0,32.0,36.0,2.0,61,42
2410,61043,0.4031983705695187,45.0,56.0,44.0,1.0,61,43
2411,61044,0.8428900561888353,31.0,42.0,29.0,5.0,61,44
2412,61045,0.8038527891650505,71.0,50.0,5.0,1.0,61,45
2413,61046,0.6124378633056352,29.0,63.0,39.0,4.0,61,46
2414,61047,0.2438311148823039,89.0,23.0,9.0,5.0,61,47
2415,61048,0.047328032388812,86.0,72.0,43.0,1.0,61,48
2416,61060,0.6474014653455505,55.0,49.0,50.0,4.0,61,60
2417,61061,0.8139800693464511,59.0,56.0,39.0,2.0,61,61
2418,61062,0.7234821061952076,82.0,40.0,9.0,0.0,61,62
2419,61063,0.187292690601491,46.0,5.0,50.0,3.0,61,63
2420,61064,0.6603592367680259,3.0,21.0,38.0,3.0,61,64
2421,61065,0.6401743314875324,85.0,61.0,9.0,1.0,61,65
2422,61066,0.5970242879798302,60.0,20.0,48.0,3.0,61,66
2423,61067,0.3923313607993123,25.0,80.0,31.0,5.0,61,67
2424,61068,0.5467596856586829,47.0,22.0,4.0,2.0,61,68
2425,61069,0.1612690480230854,63.0,51.0,12.0,0.0,61,69
2426,61100,0.24116437517774725,54.0,21.0,27.0,2.0,61,100
2427,62001,0.5711050444256274,13.0,42.0,53.0,2.0,62,1
2428,62002,0.5658590272244781,11.0,74.0,39.0,0.0,62,2
2429,62003,0.9122300283885239,39.0,69.0,40.0,5.0,62,3
2430,62004,0.8126388961607415,79.0,63.0,0.0,2.0,62,4
2431,62005,0.7663227100207441,49.0,41.0,36.0,5.0,62,5
2432,62006,0.21151635168823413,3.0,10.0,15.0,4.0,62,6
2433,62007,0.6137861966034391,68.0,11.0,21.0,3.0,62,7
2434,62008,0.9984679491117061,66.0,33.0,19.0,2.0,62,8
2435,62009,0.9529774510448209,29.0,78.0,8.0,1.0,62,9
2436,62010,0.4629178111308093,27.0,75.0,0.0,2.0,62,10
2437,62011,0.9974665437935128,62.0,75.0,3.0,4.0,62,11
2438,62012,0.3890304993666971,34.0,38.0,5.0,1.0,62,12
2439,62013,0.15317211111356266,18.0,24.0,51.0,4.0,62,13
2440,62014,0.6211931180081702,68.0,75.0,38.0,4.0,62,14
2441,62015,0.12486054816329228,21.0,76.0,19.0,0.0,62,15
2442,62016,0.06638309632791217,29.0,29.0,38.0,1.0,62,16
2443,62017,0.062483742020275734,79.0,30.0,1.0,2.0,62,17
2444,62018,0.6068534463976831,2.0,73.0,22.0,2.0,62,18
2445,62019,0.8308450716810468,80.0,74.0,54.0,1.0,62,19
2446,62020,0.10142511011251432,95.0,41.0,14.0,2.0,62,20
2447,62021,0.18576622837595735,50.0,40.0,50.0,2.0,62,21
2448,62022,0.9619738834992995,12.0,49.0,26.0,1.0,62,22
2449,62023,0.02605233716234856,57.0,61.0,22.0,0.0,62,23
2450,62024,0.5801913680430938,52.0,27.0,2.0,3.0,62,24
2451,62025,0.25412458311331587,96.0,7.0,28.0,5.0,62,25
2452,62026,0.2598864770552748,49.0,68.0,31.0,3.0,62,26
2453,62027,0.46084297289843834,74.0,1.0,30.0,1.0,62,27
2454,62028,0.5919246460151862,60.0,6.0,21.0,2.0,62,28
2455,62029,0.6928291719851132,73.0,19.0,52.0,0.0,62,29
2456,62030,0.5211149263360604,99.0,13.0,57.0,4.0,62,30
2457,62031,0.21785623494367312,52.0,42.0,46.0,3.0,62,31
2458,62032,0.40182177972103506,67.0,42.0,51.0,2.0,62,32
2459,62033,0.5833685033642639,80.0,72.0,27.0,2.0,62,33
2460,62034,0.9826158535478275,12.0,50.0,18.0,5.0,62,34
2461,62035,0.5263658078790936,93.0,70.0,37.0,4.0,62,35
2462,62036,0.6699064887070904,4.0,53.0,15.0,5.0,62,36
2463,62037,0.19521684596801114,33.0,1.0,43.0,4.0,62,37
2464,62038,0.8411184670383882,22.0,33.0,58.0,2.0,62,38
2465,62039,0.4345401208378117,91.0,50.0,48.0,1.0,62,39
2466,62040,0.4296787308931107,67.0,45.0,18.0,4.0,62,40
2467,62041,0.9567303934814706,36.0,65.0,30.0,2.0,62,41
2468,62042,0.06530683220062894,43.0,41.0,8.0,1.0,62,42
2469,62043,0.6031011637634783,72.0,55.0,3.0,4.0,62,43
2470,62044,0.32964910261263036,42.0,57.0,53.0,2.0,62,44
2471,62045,0.9790872956192558,80.0,32.0,5.0,5.0,62,45
2472,62046,0.7452123055734298,99.0,56.0,54.0,2.0,62,46
2473,62047,0.31162812098328707,38.0,55.0,44.0,2.0,62,47
2474,62048,0.9474608984470564,77.0,13.0,27.0,1.0,62,48
2475,62049,0.06191022559044246,54.0,47.0,22.0,1.0,62,49
2476,62050,0.7262908722360372,84.0,42.0,9.0,2.0,62,50
2477,62051,0.7432949636554755,48.0,70.0,53.0,0.0,62,51
2478,62052,0.18669186757210865,41.0,74.0,16.0,3.0,62,52
2479,62053,0.16125813150395996,54.0,69.0,38.0,1.0,62,53
2480,62054,0.1626349220996689,29.0,60.0,18.0,1.0,62,54
2481,62055,0.01645299747263551,72.0,70.0,1.0,5.0,62,55
2482,62056,0.008998762318599307,71.0,77.0,55.0,2.0,62,56
2483,62057,0.5718077679460641,21.0,60.0,47.0,2.0,62,57
2484,62058,0.46700838906942643,25.0,54.0,56.0,1.0,62,58
2485,62059,0.5853162760418323,82.0,55.0,21.0,4.0,62,59
2486,62060,0.8265496095684857,30.0,32.0,44.0,3.0,62,60
2487,62061,0.3743348542019649,76.0,68.0,34.0,5.0,62,61
2488,62062,0.044000393448743624,71.0,13.0,3.0,4.0,62,62
2489,63001,0.28251082845343356,44.0,6.0,19.0,3.0,63,1
2490,63002,0.3969772740374323,56.0,54.0,13.0,2.0,63,2
2491,63003,0.45288290135789266,98.0,57.0,9.0,4.0,63,3
2492,63004,0.3739243599620399,38.0,12.0,51.0,3.0,63,4
2493,63005,0.19434101360858314,8.0,52.0,42.0,1.0,63,5
2494,63006,0.11861935321533856,6.0,3.0,59.0,3.0,63,6
2495,63007,0.40677520180461946,45.0,40.0,44.0,2.0,63,7
2496,63008,0.17181758056099017,54.0,32.0,29.0,2.0,63,8
2497,63009,0.3971683878895026,66.0,22.0,19.0,1.0,63,9
2498,63010,0.06952541462344675,37.0,15.0,34.0,4.0,63,10
2499,63011,0.5076228416565249,33.0,54.0,51.0,0.0,63,11
2500,63012,0.1567057321645441,27.0,32.0,24.0,1.0,63,12
2501,63013,0.8014083532090491,12.0,36.0,21.0,0.0,63,13
2502,63014,0.1356140699203554,51.0,76.0,44.0,2.0,63,14
2503,63015,0.5339435877442066,42.0,72.0,59.0,0.0,63,15
2504,63016,0.19898578786849963,86.0,2.0,49.0,1.0,63,16
2505,63017,0.25375467945256225,40.0,71.0,40.0,4.0,63,17
2506,63018,0.6686701860562063,88.0,26.0,5.0,2.0,63,18
2507,63019,0.10124360912567187,90.0,11.0,26.0,3.0,63,19
2508,63020,0.28421859051537035,78.0,27.0,10.0,0.0,63,20
2509,63021,0.3053905542860553,92.0,76.0,25.0,2.0,63,21
2510,63022,0.10792425972891839,50.0,23.0,36.0,1.0,63,22
2511,63023,0.2961640470408582,47.0,20.0,39.0,3.0,63,23
2512,63024,0.026822776714022334,51.0,72.0,45.0,3.0,63,24
2513,63025,0.9013728432281389,72.0,25.0,57.0,2.0,63,25
